spkthr	spkmax	spkhlf	rheo	ahp	vm	ir	sag	tau	resf	resmag	dvloc	id	expr	age	hemi	totalcells	housing	patchdir	mlpos	rectime
-37.0524993896484	41.6168754577637	0.4	412	-51.7125015258789	-64.5455780029297	22.557544708252	0.562789440155029	8.57658290863037	10.15	1.95815440413743	299	s1_20130416k	HP	35	NA	15	Standard	NA	NA	0.736111111111111
-36.7812507629395	41.9512496948242	0.38	433	-51.3187484741211	-64.1193618774414	22.2286262512207	0.56526243686676	6.57884550094604	11.25	1.95236491686904	339	s1_20130416l	HP	35	NA	15	Standard	NA	NA	0.743055555555555
-35.3218742370605	44.3462501525879	0.35	352.5	-51.90625	-62.8382873535156	25.4522113800049	0.587161064147949	6.08609485626221	14.05	2.20048924122555	451	s1_20130416m	HP	35	NA	15	Standard	NA	NA	0.749305555555556
-31.9849994659424	36.4012504577637	0.39	374.375	-51.0218734741211	-64.7479095458984	25.2112464904785	0.560369491577148	8.75022983551025	11.85	1.89894680386506	579	s1_20130416n	HP	35	NA	15	Standard	NA	NA	0.763194444444444
-32.4337493896484	36.9918746948242	0.4	420.75	-50.4937515258789	-65.1326675415039	23.8259506225586	0.572453081607819	8.63914775848389	11.95	1.69987211465045	598	s1_20130416o	HP	35	NA	15	Standard	NA	NA	0.770138888888889
-41.4731254577637	46.2724990844727	0.38	208.375	-59.75	-66.2302017211914	39.4871711730957	0.637012839317322	30.9953060150146	6.85	1.46236445949496	1992	s1_20130418a	HP	34	NA	11	Standard	NA	NA	0.55625
-38.4400001525879	44.9668754577637	0.35	269	-57.0499992370605	-67.7601776123047	41.7768707275391	0.694379508495331	9.55648040771484	7.8	1.59219627502057	1416	s1_20130418c	HP	34	NA	11	Standard	NA	NA	0.589583333333333
-39.8956245422363	45.8356246948242	0.4	325.375	-58.1624984741211	-64.8282852172852	28.8544120788574	0.593556821346283	13.4568195343018	8.75	1.48885786555235	1350	s1_20130418d	HP	34	NA	11	Standard	NA	NA	0.597222222222222
-39.0293754577637	47.2962501525879	0.38	301.125	-56.8624992370605	-65.0344390869141	30.0236644744873	0.663225710391998	6.85672092437744	7.3	1.73074587402439	1320	s1_20130418e	HP	34	NA	11	Standard	NA	NA	0.613194444444444
-35.7931243896484	43.6593742370605	0.32	419.75	-55.7437515258789	-65.6555709838867	22.406457901001	0.585522353649139	9.09939098358154	11.7	1.55902183274142	1069	s1_20130418f	HP	34	NA	11	Standard	NA	NA	0.640972222222222
-40.0325004577637	42.5293746948242	0.34	416.25	-57.9093742370605	-63.2806205749512	18.0146522521973	0.590654850006104	6.89505386352539	13.3	1.28334396635226	968	s1_20130418g	HP	34	NA	11	Standard	NA	NA	0.648611111111111
-41.803125	45.9412498474121	0.38	320	-60.6375007629395	-65.2470932006836	26.0591773986816	0.589330911636353	9.17240810394287	10.1	1.47201320239271	944	s1_20130418h	HP	34	NA	11	Standard	NA	NA	0.661805555555556
-40.0537498474121	44.2737503051758	0.38	361	-58.015625	-63.4235954284668	23.3333053588867	0.562282621860504	6.92083263397217	10.25	1.54529552688237	904	s1_20130418i	HP	34	NA	11	Standard	NA	NA	0.68125
-38.6556243896484	45.3806259155273	0.39	409.375	-55.9343757629395	-63.1121711730957	20.3739433288574	0.573974967002869	7.20559310913086	9.1	2.01909268519147	480	s1_20130418j	HP	34	NA	11	Standard	NA	NA	0.713888888888889
-39.6143753051758	46.5537498474121	0.31	332.125	-56.0593757629395	-63.1294250488281	30.0367794036865	0.610980629920959	7.23353576660156	11.75	1.45685890836244	523	s1_20130418k	HP	34	NA	11	Standard	NA	NA	0.75
-35.553125	46.034375	0.31	324.375	-57.1749992370605	-62.9459838867188	25.2821235656738	0.576822638511658	6.79691362380981	11.55	2.05426770827127	454	s1_20130418l	HP	34	NA	11	Standard	NA	NA	0.758333333333333
-36.7812507629395	41.9512496948242	0.38	433	-51.3187484741211	-64.1193618774414	22.2286262512207	0.56526243686676	6.57884550094604	11.25	1.95236491686904	339	s1_20130416l	HP	35	NA	15	Standard	NA	NA	0.743055555555555
-35.3218742370605	44.3462501525879	0.35	352.5	-51.90625	-62.8382873535156	25.4522113800049	0.587161064147949	6.08609485626221	14.05	2.20048924122555	451	s1_20130416m	HP	35	NA	15	Standard	NA	NA	0.749305555555556
-31.9849994659424	36.4012504577637	0.39	374.375	-51.0218734741211	-64.7479095458984	25.2112464904785	0.560369491577148	8.75022983551025	11.85	1.89894680386506	579	s1_20130416n	HP	35	NA	15	Standard	NA	NA	0.763194444444444
-32.4337493896484	36.9918746948242	0.4	420.75	-50.4937515258789	-65.1326675415039	23.8259506225586	0.572453081607819	8.63914775848389	11.95	1.69987211465045	598	s1_20130416o	HP	35	NA	15	Standard	NA	NA	0.770138888888889
-39.3575004577637	41.7743751525879	0.4	167	-57.8250007629395	-69.0680541992188	39.5047950744629	0.58275955915451	9.44195556640625	8	1.73947234310077	1504	s1_20130419a	HP	35	NA	20	Standard	NA	NA	0.486111111111111
-40.196875	45.2462493896484	0.35	146.375	-58.046875	-65.6560821533203	45.0798873901367	0.561333298683167	7.67271327972412	9.8	1.89756705905603	1478	s1_20130419b	HP	35	NA	20	Standard	NA	NA	0.498611111111111
-39.4381248474121	42.3618751525879	0.35	223.75	-57.3250007629395	-64.8153839111328	32.6792182922363	0.579594910144806	8.75835514068604	10.75	1.53784423712609	1454	s1_20130419c	HP	35	NA	20	Standard	NA	NA	0.506944444444444
-40.9381240844727	45.1125	0.41	238.5	-57.90625	-66.4711990356445	36.5747261047363	0.644857048988342	8.70406627655029	9.4	1.739944129281	1376	s1_20130419d	HP	35	NA	20	Standard	NA	NA	0.514583333333333
-41.3412498474121	44.6475006103516	0.39	274.25	-56.4406242370605	-66.2997360229492	28.7157707214355	0.591101765632629	9.56934356689453	9.8	1.92075756836231	1365	s1_20130419e	HP	35	NA	20	Standard	NA	NA	0.522222222222222
-36.9806243896484	44.8206253051758	0.4	311.125	-55.6812515258789	-68.397216796875	27.6179008483887	0.6078040599823	12.2305040359497	8.5	1.4080259978846	1272	s1_20130419f	HP	35	NA	20	Standard	NA	NA	0.536805555555556
-39.6906257629395	40.6393745422363	0.36	153.25	-61.3125	-62.3831405639648	44.1971893310547	0.695478558540344	12.2344312667847	7.6	1.61849006086616	1147	s1_20130419g	HP	35	NA	20	Standard	NA	NA	0.552083333333333
-38.2324996948242	47.4012504577637	0.35	267.625	-57.7687492370605	-64.0038452148438	27.2777938842773	0.535198926925659	12.2841987609863	9.15	2.07402402508642	912	s1_20130419h	HP	35	NA	20	Standard	NA	NA	0.565277777777778
-39.115625	45.6974998474121	0.35	308.125	-57.2249984741211	-68.0481796264648	34.0998268127441	0.640945255756378	7.43794631958008	9.55	1.54686772022762	1224	s1_20130419i	HP	35	NA	20	Standard	NA	NA	0.582638888888889
-41.0818748474121	41.2818756103516	0.35	379.5	-57.7249984741211	-67.7955703735352	26.8167114257812	0.618391752243042	7.43822813034058	10.8	1.59914096248494	470	s1_20130419j	HP	35	NA	20	Standard	NA	NA	0.59375
-39.8581245422363	42.9200004577637	0.38	483.625	-56.7625007629395	-67.5779724121094	21.9439239501953	0.582467436790466	9.07839488983154	8.65	1.26463486705475	680	s1_20130419k	HP	35	NA	20	Standard	NA	NA	0.615277777777778
-39.3125	46.8675003051758	0.38	328.25	-58.078125	-64.7328262329102	24.9487628936768	0.570263266563416	7.87879753112793	10.05	1.88078057090436	933	s1_20130419l	HP	35	NA	20	Standard	NA	NA	0.629166666666667
-38.709375	43.3918754577637	0.33	353.625	-57.2625007629395	-65.4622650146484	24.4093284606934	0.541769981384277	10.6374359130859	11.05	1.84533732708267	827	s1_20130419m	HP	35	NA	20	Standard	NA	NA	0.634722222222222
-35.3862495422363	46.2068748474121	0.35	306.25	-56.84375	-63.2909049987793	25.204158782959	0.577771186828613	10.1870470046997	10.3	1.91350381732817	811	s1_20130419n	HP	35	NA	20	Standard	NA	NA	0.643055555555556
-37.0262504577637	47.0356246948242	0.33	273.125	-57.4437484741211	-63.3393363952637	28.5878410339355	0.606053590774536	11.2049465179443	10.75	1.58411072224564	877	s1_20130419o	HP	35	NA	20	Standard	NA	NA	0.652083333333333
-37.34375	45.8243743896484	0.36	190.25	-60.75	-64.883918762207	34.9088745117188	0.534050047397614	14.7096223831177	8.7	1.93714260315523	1280	s1_20130419p	HP	35	NA	20	Standard	NA	NA	0.661805555555556
-35.6668754577637	47.9387496948242	0.35	158.25	-55.8937492370605	-61.9639663696289	46.6835708618164	0.647442638874054	12.3238039016724	9.75	1.70886721241384	1574	s1_20130419q	HP	35	NA	20	Standard	NA	NA	0.670833333333333
-38.9012496948242	43.7618743896484	0.4	231	-56.8468742370605	-65.2778167724609	33.7983474731445	0.629266917705536	13.1486692428589	8.15	1.56369384710344	1429	s1_20130419r	HP	35	NA	20	Standard	NA	NA	0.680555555555555
-40.3693748474121	44.1287506103516	0.31	197.875	-60.5499992370605	-61.4951286315918	39.315673828125	0.585954785346985	10.0759515762329	11.35	1.67010889868264	1002	s1_20130419s	HP	35	NA	20	Standard	NA	NA	0.689583333333333
-39.0537506103516	45.5381256103516	0.34	411.5	-57.6687507629395	-65.3106918334961	24.7371826171875	0.573512315750122	7.72887992858887	10.95	1.36606111427566	938	s1_20130419t	HP	35	NA	20	Standard	NA	NA	0.697222222222222
-42.2731246948242	40.8293746948242	0.4	192	-59.25	-69.0733947753906	37.6027603149414	0.604037761688232	12.5669317245483	7.55	1.3155853512234	1856	s1_20130510a	HP	43	NA	16	Standard	NA	NA	0.579861111111111
-38.0093742370605	45.8449996948242	0.36	255	-55.1812515258789	-63.3929672241211	35.2900581359863	0.643434107303619	14.071741104126	8	1.41987861112156	1776	s1_20130510b	HP	43	NA	16	Standard	NA	NA	0.590277777777778
-39.5799995422363	47.5868751525879	0.39	292.75	-56.8499984741211	-62.7689895629883	30.4709930419922	0.614782392978668	9.58019542694092	12.5	1.85533075505404	1712	s1_20130510c	HP	43	NA	16	Standard	NA	NA	0.602083333333333
-37.80625	45.5412498474121	0.37	354.5	-56.578125	-65.3222274780273	25.1769618988037	0.551930844783783	5.38387060165405	10.15	1.97452947194074	1584	s1_20130510d	HP	43	NA	16	Standard	NA	NA	0.620833333333333
-38.1143753051758	47.0075004577637	0.4	253.875	-54.7999992370605	-62.1205558776855	34.2950286865234	0.607357859611511	8.53354930877686	10	1.8186238349693	1472	s1_20130510e	HP	43	NA	16	Standard	NA	NA	0.629166666666667
-39.903125	47.2750007629395	0.38	273.75	-56.0437507629395	-61.2226448059082	30.8510475158691	0.619058668613434	14.0685214996338	8.95	1.39808714661191	1440	s1_20130510f	HP	43	NA	16	Standard	NA	NA	0.638194444444444
-39.3199996948242	46.8618759155273	0.35	233.875	-57.6843757629395	-60.5644760131836	32.5874938964844	0.61035144329071	10.7190170288086	11.75	1.34508884317991	1376	s1_20130510g	HP	43	NA	16	Standard	NA	NA	0.647222222222222
-37.8458340962728	44.8479169209798	0.35	373.25	-54.40625	-61.5325088500977	24.0911998748779	0.608984529972076	6.51816654205322	10.4	1.69473607310419	1296	s1_20130510h	HP	43	NA	16	Standard	NA	NA	0.654166666666667
-37.5606246948242	48.2831260681152	0.35	394	-55.8656234741211	-61.9379653930664	19.1835517883301	0.568857967853546	7.24509572982788	12.5	1.44041679850429	1200	s1_20130510i	HP	43	NA	16	Standard	NA	NA	0.66875
-37.6275001525879	47.0712501525879	0.36	353.25	-56.578125	-61.7705612182617	23.5152168273926	0.574232697486877	8.71270275115967	9	1.69655981392739	1104	s1_20130510j	HP	43	NA	16	Standard	NA	NA	0.675694444444444
-38.7393745422363	47.3168746948242	0.35	410	-56.4000015258789	-62.3974533081055	20.6023902893066	0.520749032497406	7.14006567001343	13.95	1.69803516124427	1072	s1_20130510k	HP	43	NA	16	Standard	NA	NA	0.683333333333333
-38.7706253051758	44.63125	0.31	220.125	-59.5374984741211	-60.196403503418	40.5193939208984	0.61711859703064	7.25789165496826	12.5	1.93787772196601	832	s1_20130510l	HP	43	NA	16	Standard	NA	NA	0.698611111111111
-36.7437507629395	47.5475006103516	0.33	386.125	-55.7687492370605	-61.8274459838867	16.8357734680176	0.561988890171051	6.76541709899902	13.7	1.97396301508746	912	s1_20130510m	HP	43	NA	16	Standard	NA	NA	0.706944444444444
-37.665625	49.4349998474121	0.33	343.75	-57.6124992370605	-62.6706314086914	25.7509002685547	0.616962552070618	9.81949901580811	9.45	1.69379856602325	760	s1_20130510n	HP	43	NA	16	Standard	NA	NA	0.715972222222222
-38.1212509155273	49.3168754577637	0.3	244.625	-57.2999992370605	-60.2574768066406	28.8680267333984	0.567107081413269	6.42335653305054	12.95	1.59591228242163	784	s1_20130510o	HP	43	NA	16	Standard	NA	NA	0.726388888888889
-36.603125	48.1587509155273	0.33	374.625	-58.9437484741211	-60.1713371276855	21.9408531188965	0.586906969547272	5.96177911758423	14.85	1.9178683585637	816	s1_20130510p	HP	43	NA	16	Standard	NA	NA	0.742361111111111
-35.6668754577637	47.9387496948242	0.35	158.25	-55.8937492370605	-61.9639663696289	46.6835708618164	0.647442638874054	12.3238039016724	9.75	1.70886721241384	1574	s1_20130419q	HP	35	NA	20	Standard	NA	NA	0.670833333333333
-38.9012496948242	43.7618743896484	0.4	231	-56.8468742370605	-65.2778167724609	33.7983474731445	0.629266917705536	13.1486692428589	8.15	1.56369384710344	1429	s1_20130419r	HP	35	NA	20	Standard	NA	NA	0.680555555555555
-40.3693748474121	44.1287506103516	0.31	197.875	-60.5499992370605	-61.4951286315918	39.315673828125	0.585954785346985	10.0759515762329	11.35	1.67010889868264	1002	s1_20130419s	HP	35	NA	20	Standard	NA	NA	0.689583333333333
-39.0537506103516	45.5381256103516	0.34	411.5	-57.6687507629395	-65.3106918334961	24.7371826171875	0.573512315750122	7.72887992858887	10.95	1.36606111427566	938	s1_20130419t	HP	35	NA	20	Standard	NA	NA	0.697222222222222
-40.3243759155273	50.0443748474121	0.5	286	-55.9781265258789	-63.2243537902832	22.5620346069336	0.497044563293457	9.55967903137207	8.75	1.74301296814885	1616	s1_20130605a	HP	39	Right	18	Standard	NA	NA	0.611805555555556
-42.7587501525879	44.6568748474121	0.45	300.125	-61.4093742370605	-68.491325378418	30.8644428253174	0.598535418510437	11.1972312927246	9.3	1.62206203418887	1280	s1_20130605c	HP	39	Right	18	Standard	NA	NA	0.641666666666667
-42.3699996948242	49.6924995422363	0.45	262	-60.3562507629395	-63.3109512329102	28.4287853240967	0.57099449634552	9.71432971954346	8.55	1.63227570285266	1216	s1_20130605d	HP	39	Right	18	Standard	NA	NA	0.652083333333333
-38.0662498474121	45.815625	0.47	387.125	-58.4156265258789	-63.2653427124023	23.548454284668	0.510743379592896	9.61063003540039	9.6	1.89309488501715	1144	s1_20130605f	HP	39	Right	18	Standard	NA	NA	0.675694444444444
-39.6037490844727	46.7412498474121	0.49	434	-59.5499992370605	-64.969612121582	25.369197845459	0.586833477020264	11.9044046401978	8.7	1.71041253750148	1096	s1_20130605g	HP	39	Right	18	Standard	NA	NA	0.688888888888889
-42.4231246948242	49.5787498474121	0.37	306	-58.2468757629395	-61.0206680297852	26.0310096740723	0.567786931991577	6.53362894058228	11.85	1.97021354396481	184	s1_20130605h	HP	39	Right	18	Standard	NA	NA	0.722916666666667
-39.5606254577637	49.8493751525879	0.43	310.5	-58.875	-65.2092208862305	27.0400981903076	0.603116273880005	10.6571369171143	10.3	1.76949191052263	1152	s1_20130605j	HP	39	Right	18	Standard	NA	NA	0.756944444444445
-39.1331253051758	46.3931243896484	0.43	194	-60.5	-62.2594108581543	33.2212333679199	0.549976348876953	15.556227684021	9	1.7515786765148	1200	s1_20130605k	HP	39	Right	18	Standard	NA	NA	0.763888888888889
-37.2218742370605	50.1106239318848	0.4	332.625	-58.6156234741211	-64.0229415893555	30.395320892334	0.600592732429504	11.1338109970093	8.7	1.41593802201759	1360	s1_20130605l	HP	39	Right	18	Standard	NA	NA	0.78125
-36.9131248474121	47.8618743896484	0.45	266.75	-58.2437515258789	-64.3280029296875	38.8455810546875	0.638035237789154	10.7734785079956	7.5	1.54637249827282	1496	s1_20130605m	HP	39	Right	18	Standard	NA	NA	0.79375
-35.6274993896484	50.0212493896484	0.43	274	-58.9937515258789	-63.8622436523438	31.7573089599609	0.587863981723785	9.80078887939453	8.75	1.57450340612147	1408	s1_20130605n	HP	39	Right	18	Standard	NA	NA	0.802777777777778
-41.5400001525879	46.2262496948242	0.45	291.75	-60.15625	-64.7401351928711	30.1308708190918	0.599112868309021	10.8159132003784	8.5	1.56373265058946	1536	s1_20130605o	HP	39	Right	18	Standard	NA	NA	0.8125
-34.7674995422363	50.3318748474121	0.36	259.375	-59.0625	-63.6511917114258	35.186149597168	0.598731696605682	13.0907049179077	8.3	1.56021608515226	1712	s1_20130605p	HP	39	Right	18	Standard	NA	NA	0.820138888888889
-35.9149993896484	49.2949996948242	0.39	237.875	-59.1875	-63.1570663452148	36.2381057739258	0.585765361785889	8.27734184265137	9.4	1.74437038954795	1656	s1_20130605q	HP	39	Right	18	Standard	NA	NA	0.83125
-35.38125	50.353125	0.4	252.375	-58.7593765258789	-64.0407257080078	36.0750274658203	0.636873364448547	11.3373241424561	9.4	1.64524373092092	1696	s1_20130605r	HP	39	Right	18	Standard	NA	NA	0.843055555555556
-40.8074989318848	47.6743751525879	0.42	343.375	-60.2718734741211	-65.3429107666016	23.5391082763672	0.536257147789001	11.2891521453857	9.8	1.74195829810828	1488	s1_20130605s	HP	39	Right	18	Standard	NA	NA	0.85
-38.7324996948242	48.8756248474121	0.4	222	-60.1437492370605	-63.4413375854492	37.3357467651367	0.600608468055725	12.1082029342651	8.6	1.79909928261283	1456	s1_20130605t	HP	39	Right	18	Standard	NA	NA	0.860416666666667
-37.2131256103516	52.3462501525879	0.49	198.375	-57.578125	-67.8427200317383	45.662712097168	0.564436852931976	17.7393436431885	6.75	1.3985308872955	1432	s1_20130605u	HP	39	Right	18	Standard	NA	NA	0.869444444444444
-40.3693748474121	44.1287506103516	0.31	197.875	-60.5499992370605	-61.4951286315918	39.315673828125	0.585954785346985	10.0759515762329	11.35	1.67010889868264	1002	s1_20130419s	HP	35	NA	20	Standard	NA	NA	0.689583333333333
-39.0537506103516	45.5381256103516	0.34	411.5	-57.6687507629395	-65.3106918334961	24.7371826171875	0.573512315750122	7.72887992858887	10.95	1.36606111427566	938	s1_20130419t	HP	35	NA	20	Standard	NA	NA	0.697222222222222
-42.540625	41.3112503051758	0.5	492.75	-56.3468742370605	-69.4366149902344	18.5073089599609	0.652702271938324	10.0431547164917	6.1	1.24539031536094	1100	s1_20130926a	HP	NaN	NA	28	Standard	NA	NA	0.505555555555556
-45.0921878814697	43.6328125	0.475	558.75	-57.1437492370605	-72.3240509033203	19.7618923187256	0.648099541664124	7.65663051605225	9.55	1.24642397923687	1072	s1_20130926b	HP	NaN	NA	28	Standard	NA	NA	0.513888888888889
-42.4300003051758	47.4256248474121	0.43	458.25	-56.015625	-69.2040252685547	24.1028137207031	0.6615070104599	8.38835144042969	9.2	1.45514566319169	1040	s1_20130926c	HP	NaN	NA	28	Standard	NA	NA	0.522916666666667
-40.4862510681152	47.7806251525879	0.4	400	-57.90625	-65.5154647827148	25.0638885498047	0.616273999214172	8.73333168029785	11.5	1.48932571695362	968	s1_20130926d	HP	NaN	NA	28	Standard	NA	NA	0.553472222222222
-39.6662506103516	47.125	0.4	394.5	-58.3624992370605	-66.7718505859375	23.2170906066895	0.583246529102325	9.52764225006104	10.25	1.84675760520836	1024	s1_20130926e	HP	NaN	NA	28	Standard	NA	NA	0.566666666666667
-39.3131248474121	48.6450004577637	0.44	382.625	-57.7750015258789	-67.3502655029297	27.6689376831055	0.6607626080513	9.21773052215576	9.05	1.63873619697252	1016	s1_20130926f	HP	NaN	NA	28	Standard	NA	NA	0.572916666666667
-41.2449996948242	48.8674995422363	0.45	341.125	-58.3562507629395	-66.1717681884766	26.7130355834961	0.578022360801697	8.58770847320557	9.1	1.9230067250135	1048	s1_20130926g	HP	NaN	NA	28	Standard	NA	NA	0.579166666666667
-39.6181251525879	49.8824996948242	0.43	293	-58.7125015258789	-65.5932998657227	30.3774566650391	0.598615646362305	10.9988422393799	7.65	1.6334813019724	1008	s1_20130926h	HP	NaN	NA	28	Standard	NA	NA	0.585416666666667
-42.4068748474121	47.0418746948242	0.4	510	-56.8781242370605	-65.9992828369141	19.3950004577637	0.597699224948883	6.61065721511841	9.85	1.71311515811916	896	s1_20130926i	HP	NaN	NA	28	Standard	NA	NA	0.593055555555556
-36.45	48.3024993896484	0.45	378.625	-56.03125	-64.9422912597656	26.4146404266357	0.659224092960358	7.51661157608032	9.95	1.13308879412202	384	s1_20130926j	HP	NaN	NA	28	Standard	NA	NA	0.616666666666667
-40.9399993896484	46.146875	0.44	444.25	-59.3468742370605	-64.4529190063477	21.7113265991211	0.588160753250122	8.59760093688965	8.9	1.87459499376535	448	s1_20130926k	HP	NaN	NA	28	Standard	NA	NA	0.632638888888889
-41.6206253051758	49.3375	0.42	392.625	-58.9625015258789	-64.7245635986328	24.9525890350342	0.607932329177856	8.45191955566406	9.5	1.70946153056113	472	s1_20130926l	HP	NaN	NA	28	Standard	NA	NA	0.640277777777778
-40.6925010681152	47.7768753051758	0.48	536	-56.2874984741211	-64.8574676513672	15.5015563964844	0.562232434749603	8.27534484863281	8.9	1.54553003173391	528	s1_20130926m	HP	NaN	NA	28	Standard	NA	NA	0.647222222222222
-37.7231254577637	48.5543754577637	0.45	408	-55.9874992370605	-64.1431732177734	26.7447929382324	0.630396783351898	8.7780933380127	9.15	1.62189492341078	184	s1_20130926n	HP	NaN	NA	28	Standard	NA	NA	0.658333333333333
-33.6137504577637	49.9787490844727	0.41	439.75	-54.5374984741211	-63.3869018554688	22.9157218933105	0.602872610092163	6.74563980102539	10.5	1.86749046621929	208	s1_20130926o	HP	NaN	NA	28	Standard	NA	NA	0.670833333333333
-39.440625	50.046875	0.46	235.375	-56.6749992370605	-62.9170227050781	43.545768737793	0.704581618309021	14.4217958450317	7.15	1.45819122968416	1848	s1_20130926p	HP	NaN	NA	28	Standard	NA	NA	0.680555555555555
-39.3987503051758	52.0706253051758	0.45	212.75	-56.0750007629395	-63.9380111694336	38.9565086364746	0.637670040130615	14.8769931793213	7.25	1.65036951157699	1944	s1_20130926q	HP	NaN	NA	28	Standard	NA	NA	0.693055555555556
-36.6400009155273	46.2131248474121	0.5	348.125	-53.6375007629395	-62.8961372375488	32.8642654418945	0.629844903945923	13.4897832870483	8.6	1.71576203657415	344	s2_20130926c	DG	NaN	NA	28	Standard	NA	NA	0.558333333333333
-40.6225006103516	42.8381248474121	0.45	245.625	-58.8562507629395	-66.9229354858398	38.1838989257812	0.604522168636322	8.61069583892822	9.95	2.22854911885874	1120	s2_20130926d	DG	NaN	NA	28	Standard	NA	NA	0.576388888888889
-33.346875	42.7337493896484	0.47	253.75	-50.7625007629395	-64.3314666748047	35.4029960632324	0.555809855461121	10.7384624481201	8.25	1.56798152789159	1240	s2_20130926f	DG	NaN	NA	28	Standard	NA	NA	0.632638888888889
-41.0275001525879	42.5393745422363	0.54	224.375	-58.609375	-66.5882949829102	32.4688415527344	0.576128125190735	13.0187635421753	7.35	1.39633997454799	1320	s2_20130926g	DG	NaN	NA	28	Standard	NA	NA	0.652083333333333
-34.653125	41.6875007629395	0.54	143.125	-50.5562515258789	-68.3869476318359	73.8775482177734	0.655643939971924	16.6960144042969	7	1.55964400129892	1296	s2_20130926h	DG	NaN	NA	28	Standard	NA	NA	0.69375
-36.4462501525879	45.2212501525879	0.5	238.75	-52.1468734741211	-62.1380500793457	33.1546745300293	0.553639650344849	9.79966163635254	8.75	1.64797216677142	1344	s2_20130926i	DG	NaN	NA	28	Standard	NA	NA	0.728472222222222
-31.2099994659424	46.4456253051758	0.47	183.125	-49.7062492370605	-63.1302680969238	43.2981719970703	0.582362711429596	10.2589311599731	7.25	1.86605124682667	1480	s2_20130926j	DG	NaN	NA	28	Standard	NA	NA	0.740277777777778
-39.3162498474121	48.2725006103516	0.49	247.5	-55.4031257629395	-65.7759246826172	42.5029182434082	0.627893447875977	7.84831237792969	8.95	1.75705839421544	1576	s2_20130926k	DG	NaN	NA	28	Standard	NA	NA	0.749305555555556
-34.9724998474121	45.8081245422363	0.44	373.75	-54.9781265258789	-61.5099868774414	19.7220077514648	0.465020388364792	7.61239576339722	10	2.25205691026033	160	s2_20130926l	DG	NaN	NA	28	Standard	NA	NA	0.7625
-43.8793746948242	44.4693756103516	0.56	449.625	-58.7374992370605	-68.8931732177734	24.6074504852295	0.623610138893127	9.57866191864014	9	2.04392321514816	496	s1_20131028a	HP	37	NA	36	Standard	DV	Lateral	0.440972222222222
-45.9800003051758	48.8068756103516	0.54	324.25	-59.9000015258789	-67.3142852783203	34.6272811889648	0.618613064289093	8.58365345001221	7.4	1.42351106103754	555	s1_20131028b	HP	37	NA	36	Standard	DV	Lateral	0.449305555555556
-39.6624992370605	50.5212493896484	0.43	378.75	-57.3875007629395	-60.7424697875977	23.4825172424316	0.555838763713837	5.25581073760986	11.9	2.17500967785815	436	s1_20131028b	HP	37	NA	36	Standard	DV	Lateral	0.714583333333333
